Plant Name,Developer Name,Capacity (MW),Date of Operation,County,State,Balancing Authority
BNRG Masardis (CSG),Nautilus Solar,5,01/12/2024,Aroostook,ME,ISNE
BRNG Nicolin (CSG),Nautilus Solar,3.3,01/12/2024,Hancock,ME,ISNE
NY Finchville Tpke CSG,NextEra Energy,1.8,01/12/2024,Orange,NY,NYIS
Norfolk Landfill Solar Project,NJR Clean Energy Ventures,4,01/12/2024,Litchfield,CT,ISNE
Raffia Road Solar Project,NJR Clean Energy Ventures,4,01/12/2024,Hartford,CT,ISNE
RB Inyokern Solar WDAT 1203 (CSG),Dimension Energy,19.9,01/12/2024,Kern,CA,CISO
RB Inyokern Solar WDAT 1281 (CSG),Dimension Energy,11.9,01/12/2024,Kern,CA,CISO
Pleasant Creek Unit 2,Alliant Energy,150,01/12/2024,Linn,IA,MISO
Marshall Solar Plus LLC,US Solar,10,01/12/2024,Lyon,MN,MISO
NY Newark St Rt 31 - Environomics S1,Catalyze,5,01/12/2024,Ontario,NY,NYIS
Collins (NY) (CSG),Sunlight General Capital,5,01/12/2024,Oneida,NY,NYIS
NY Newark ST RT 31 - Environomics S2,Catalyze,4,01/12/2024,Ontario,NY,NYIS
NY ALTONA MAYOTT - Environomics P1,Catalyze,5,01/12/2024,Clinton,NY,NYIS
NY ALTONA MAYOTT - Environomics P2,Catalyze,5,01/12/2024,Clinton,NY,NYIS
"9521 US 14 SOLAR 1, LLC",Generate Capital,2,01/12/2024,McHenry,IL,PJM
"Goodenow Road West Solar 1, LLC",Generate Capital,2,01/12/2024,Will,IL,PJM
"Cottage Grove North Solar 1, LLC",Generate Capital,2,01/12/2024,Will,IL,PJM
"Cottage Grove South Solar 1, LLC",Generate Capital,2,01/12/2024,Will,IL,PJM
Acer,Cypress Creek Renewables,4.3,01/12/2024,St Lawrence,NY,NYIS
Buck Run,Cypress Creek Renewables,5,01/12/2024,Monroe,NY,NYIS
Dakota,Cypress Creek Renewables,5,01/12/2024,Stephenson,IL,PJM
Grass River,Cypress Creek Renewables,4.1,01/12/2024,St Lawrence,NY,NYIS
Meltwater,Cypress Creek Renewables,5,01/12/2024,Onondaga,NY,NYIS
Niagara (NY),Cypress Creek Renewables,4.2,01/12/2024,Niagara,NY,NYIS
Lawrence Solar 1 LLC,SunVest Solar,2,01/12/2024,McHenry,IL,PJM
Lawrence Solar 2 LLC,SunVest Solar,2,01/12/2024,McHenry,IL,PJM
Schmidt CSG 1,SunVest Solar,2,01/12/2024,St Clair,IL,MISO
SV CSG Wagner A LLC,SunVest Solar,2,01/12/2024,Randolph,IL,MISO
SV CSG Wagner B LLC,SunVest Solar,2,01/12/2024,Randolph,IL,MISO
Twin Lakes Solar LLC,Twin Lakes Solar,150,01/12/2024,White,IN,MISO
Osage City Solar,Evergy,1.8,01/12/2024,Osage,KS,SWPP
Spring Lane,MN8 Energy,13.8,01/12/2024,Westmoreland,PA,PJM
"Auburn Solar WI, LLC",WEC Clean Energy,5,01/12/2024,Fond Du Lac,WI,MISO
"Hackbarth Solar WI, LLC",WEC Clean Energy,5,01/12/2024,Jefferson,WI,MISO
"LaFayette Solar WI, LLC",WEC Clean Energy,6,01/12/2024,Walworth,WI,MISO
Nachtigall 1836-WD,Russell Pacific,4.6,01/12/2024,Kern,CA,CISO
Terry 1818-WD,Russell Pacific,4.6,01/12/2024,Kern,CA,CISO
Valley Sun Solar,Engie,3.1,01/12/2024,Aroostook,ME,ISNE
City of Atwater NEM,Engie,1.5,01/12/2024,Merced,CA,CISO
French Road Solar,Engie,2.5,01/12/2024,Aroostook,ME,ISNE
Harmony Solar Project,Engie,2,01/12/2024,Stephenson,IL,PJM
Macomb 2A,Engie,2,01/12/2024,McDonough,IL,MISO
Madawaska Solar,Engie,4,01/12/2024,Aroostook,ME,ISNE
Rockford Plant,Engie,2,01/12/2024,Winnebago,IL,MISO
Unity Solar Project (IL),Engie,2,01/12/2024,Stephenson,IL,PJM
Caribou Solar,Engie,5,01/12/2024,Aroostook,ME,ISNE
TJX 2021 DG El Paso DC,Engie,1.5,01/12/2024,El Paso,TX,EPE
Lake Hallie,OneEnergy,5,01/12/2024,Chippewa,WI,MISO
ME Fort Fairfield Solar Plant,Unable to find,2.8,01/12/2024,Aroostook,ME,ISNE
Rivanna Solar,Apex Clean Energy,13.3,01/12/2024,Albemarle,VA,PJM
BT Signal Ranch,Belltown Power,50,01/12/2024,Hunt,TX,ERCO
ISM Solar Shepherd Acres,Navisun,4,01/12/2024,Oxford,ME,ISNE
Houlton Road Solar Farm (CSG),REA,2,01/12/2024,Aroostook,ME,ISNE
Clearview Solar 1,Liberty Utilities,144,01/12/2024,Champaign,OH,PJM
DSI Julie Solar,Unable to find,1,01/12/2024,Stearns,MN,MISO
Overland,Greenbacker,11,01/12/2024,Weld,CO,PSCO
Lake Wilson Solar,Lake Wilson Solar Energy,1,01/12/2024,Murray,MN,MISO
Lake Lilian Solar,Unable to find,1,01/12/2024,Kandiyohi,MN,MISO
Coffeen Solar BESS,Vistra,44.2,01/12/2024,Montgomery,IL,MISO
Baldwin Solar BESS,Vistra,68.4,01/12/2024,Randolph,IL,MISO
MN CSG 2019-82,Unable to find,1,01/12/2024,Kandiyohi,MN,MISO
MN CSG 2019-60,Unable to find,1,01/12/2024,Renville,MN,MISO
Round Lake,Unable to find,1,01/12/2024,Klamath,OR,PACW
Fairview Farms,Madison Energy Infrastructure,30,01/12/2024,Harford,MD,PJM
Blackwell Creek Solar,TLS Capital,1.4,01/12/2024,Jackson,OR,PACW
TJA-NY- Dix Solar Farm LLC,Dimension Energy,3.9,01/12/2024,Schuyler,NY,NYIS
"TJA-NY-Chestnut Ridge Rd Moravia, LLC",Dimension Energy,3.6,01/12/2024,Cayuga,NY,NYIS
"TJA-NY-1454 CR 15 Oswegatchie, LLC",Dimension Energy,4.9,01/12/2024,St Lawrence,NY,NYIS
"TJA-NY-Cohocton Solar Farm, LLC",Dimension Energy,5,01/12/2024,Steuben,NY,NYIS
TJA-NY-Canton Solar Farm LLC,Dimension Energy,4.9,01/12/2024,St Lawrence,NY,NYIS
"TJA-NY-Barrett Rd New Woodstock, LLC",Dimension Energy,4.7,01/12/2024,Madison,NY,NYIS
Caledonia CSG LLC,Dimension Energy,5,01/12/2024,Livingston,NY,NYIS
Lebanon CSG LLC,Dimension Energy,3.8,01/12/2024,York,ME,ISNE
Martinsburg CSG LLC,Dimension Energy,2.2,01/12/2024,Lewis,NY,NYIS
Armstrong 1,Greenbacker,2,01/12/2024,McHenry,IL,MISO
Richland North,Aggreko Energy Transition Solutions,5,01/12/2024,Oswego,NY,NYIS
Richland South,Aggreko Energy Transition Solutions,5,01/12/2024,Oswego,NY,NYIS
Ellisburg,Aggreko Energy Transition Solutions,5,01/12/2024,Jefferson,NY,NYIS
OR - Green Key - Gun Club,Conifer Energy Partners,2.5,01/12/2024,Yamhill,OR,PGE
OR - Green Key - Marquam,Green Key Solar,1.9,01/12/2024,Clackamas,OR,PGE
OR -Solops - SPI 18 - Cork,Luminace,1.3,01/12/2024,Clackamas,OR,PGE
OR - Solops - SPI 18 - Dover,Luminace,2,01/12/2024,Clackamas,OR,PGE
OR - Solops - SPI 18 - Belvedere,Luminace,3,01/12/2024,Marion,OR,PGE
Walden Solar Maine V,Kearsarge Energy,20,01/12/2024,Androscoggin,ME,ISNE
Machesney Park,Luminace,1.7,01/12/2024,Winnebago,IL,PJM
Zena Solar,Conifer Energy Partners,2.5,01/12/2024,Polk,OR,PGE
Tipton 1 - (CA),Pacifico Power,4.2,01/12/2024,Tulare,CA,CISO
Tipton 2 - (CA),Pacifico Power,2.1,01/12/2024,Tulare,CA,CISO
Kern Del Oro,REC Solar,1.2,01/12/2024,Kern,CA,CISO
GSPP 409 Ferris Road,Green Street Power Partners,5,01/12/2024,St. Lawrence,NY,ISNE
GSPP 641 Ferris Road East,Green Street Power Partners,4,01/12/2024,St. Lawrence,NY,ISNE
GSPP 641 Ferris Road West,Green Street Power Partners,2.5,01/12/2024,St. Lawrence,NY,ISNE
Huck Finn Renewable Energy Center,EDF Renewables,200,01/12/2024,Audrain,MO,MISO
Quaker,CVE,5,01/12/2024,Warren,NY,NYIS
Museum Drive East Solar,City of Grand Island,9.9,01/12/2024,Hall,NE,SWPP
NLRED 2MW,Today's Power,2,01/12/2024,Pulaski,AR,MISO
Boomtown Renewable Energy Center,Ameren Missouri,150,01/12/2024,White,IL,MISO
Cass County Renewable Energy Center,Ameren Missouri,150,01/12/2024,Cass,IL,MISO
Fountain Creek Solar,Dominion Energy,80,01/12/2024,Greensville,VA,PJM
MD CDG 001,UGE International,2,01/12/2024,Garrett,MD,PJM
MD CDG 002,UGE International,2,01/12/2024,Garrett,MD,PJM
ME CDG 004,UGE International,2,01/12/2024,Penobscot,ME,ISNE
ME CDG 005,UGE International,2,01/12/2024,Penobscot,ME,ISNE
NL IL - Kendall,Standard Solar,2,01/12/2024,Kendall,IL,MISO
PAC Aviation Solar,Unable to find,2.5,01/12/2024,Los Angeles,CA,LDWP
Illinois PV Knox 3A,Engie,2,01/12/2024,Knox,IL,MISO
Illinois PV Knox 3B,Engie,2,01/12/2024,Knox,IL,MISO
Pivot Solar 35,Pivot Energy,3.9,01/12/2024,Weld,CO,WACM
Pivot Solar NY 5,Pivot Energy,2.5,01/12/2024,Essex,NY,NYIS
White Brook Renewables PV,Green Development,4,01/12/2024,Kent,RI,ISNE
MD - EDFR - Phase II - Lewiston,EDF Renewables,5,01/11/2024,Androscoggin,ME,ISNE
"Eland Solar & Storage Center, Phase 1 Hy",Avantus,309.6,01/11/2024,Kern,CA,LDWP
Copperton Solar Plant No. 1,Rio Tinto,5,01/11/2024,Salt Lake,UT,PACE
"AEUG Union Solar, LLC",Acciona Energy,325,01/11/2024,Union,OH,PJM
Three Rivers Solar LLC,Swift Current Energy,4,01/11/2024,Hampden,MA,ISNE
FedEx Middletown,Verogy,1.5,01/11/2024,Middlesex,CT,ISNE
Driver Solar,Lightsource bp,150,01/11/2024,Mississippi,AR,MISO
Limestone CSG 2 LLC,Limestone CSG 2,2.9,01/11/2024,Aroostook,ME,ISNE
San Juan Solar I,Engie,200,01/11/2024,San Juan,NM,PNM
Gans Solar,Oriden Power,14,01/11/2024,Fayette,PA,PJM
Georges Lake,Florida Power & Light,74.5,01/11/2024,Putnam,FL,FPL
Norton Creek,Florida Power & Light,74.5,01/11/2024,Madison,FL,FPL
Hendry Isles,Florida Power & Light,74.5,01/11/2024,Hendry,FL,FPL
Mitchell Creek,Florida Power & Light,74.5,01/11/2024,Escambia,FL,FPL
Buttonwood,Florida Power & Light,74.5,01/11/2024,St Lucie,FL,FPL
Honeybell,Florida Power & Light,74.5,01/11/2024,Okeechobee,FL,FPL
Mammoth North Solar,Doral Renewables,400,01/11/2024,Starke,IN,PJM
Starr Solar Ranch,Lightsource bp,136,01/11/2024,Starr,TX,ERCO
Prairie Ronde Solar Farm,Lightsource bp,135,01/11/2024,St Landry,LA,MISO
Second Division Solar,Lightsource bp,100,01/11/2024,Brazoria,TX,ERCO
Maple Flats,Invenergy,250,01/11/2024,Clay,IL,MISO
Ragsdale Solar LLC,Acadian Renewable Energy,100,01/11/2024,Madison,MS,MISO
West Tambo Clean Power II,Renewable America,2,01/11/2024,Merced,CA,CISO
Moonshot,Pine Gate Renewables,78.5,01/11/2024,Hancock,MS,SOCO
Double Back Diamond,Swift Current Energy,592.8,01/11/2024,Sangamon,IL,MISO
Bishop Ranch - BR 8-P,DSD Renewables,1,01/11/2024,Contra Costa,CA,CISO
Avenue 26 Solar,Wildcat Renewables,5,01/11/2024,Madera,CA,CISO
Avenue 26 Solar,Wildcat Renewables,2.6,01/11/2024,Madera,CA,CISO
Big Spring Solar (CSG),AES Clean Energy,2,01/11/2024,Washington,MD,PJM
Dynamic - Wales Leeds Junction Road (CSG),MN8 Energy,4.5,01/11/2024,Androscoggin,ME,ISNE
Dynamic - Norridgewock Martin Stream (CSG),Nautilus Solar,4.9,01/11/2024,Somerset,ME,ISNE
Dynamic - Leeds Solar (CSG),Nautilus Solar,4.9,01/11/2024,Androscoggin,ME,ISNE
Dynamic - Glenburn Broadway One (CSG),MN8 Energy,4.9,01/11/2024,Penobscot,ME,ISNE
Henry Gibson Solar,Renewable Properties,5,01/11/2024,Scotland,NC,DUK
Decatur Solar,Washington County Solar,200,01/11/2024,Decatur,GA,SOCO
Sunlight Road Solar,Sunlight Road Solar,50,01/11/2024,Washington,LA,MISO
Bayou Galion Solar Project,Recurrent Energy,98.1,01/11/2024,Morehouse Parish,LA,MISO
"Gooseberry Solar, LLC",Invenergy,2,01/11/2024,Cook,IL,PJM
"Monee Solar 1, LLC",Invenergy,2,01/11/2024,Will,IL,PJM
"Mulberry Solar, LLC",Invenergy,2,01/11/2024,Madison,IL,PJM
SSC Oswego II LLC,Invenergy,4.8,01/11/2024,Oswego,NY,NYIS
Torrence Ave Solar 1 LLC,Invenergy,2,01/11/2024,Cook,IL,PJM
"North Cottage Grove Solar 1, LLC",Invenergy,2,01/11/2024,Cook,IL,PJM
Mars Hill,Greenbacker,2.6,01/11/2024,Aroostook,ME,ISNE
Tupelo Solar,NextEra Energy,74.5,01/11/2024,Putnam,FL,FPL
N Solon Road (South),Greenbacker,2,01/11/2024,McHenry,IL,PJM
Morey Road,Greenbacker,2,01/11/2024,Missaukee,MI,MISO
Lake City,Greenbacker,2,01/11/2024,Missaukee,MI,PJM
Gadsden County Solar,Florida Renewable Partners,74.5,01/11/2024,Gadsden,FL,FPC
Columbia County Solar,Florida Renewable Partners,74.5,01/11/2024,Columbia,FL,FPC
Gilchrist County Solar,Florida Renewable Partners,74.5,01/11/2024,Alachua,FL,FPC
Princetown Solar 1,AES Clean Energy,5,01/11/2024,Schenectady,NY,NYIS
BNRG Norridgewock (CSG),Nautilus Solar,2,01/11/2024,Somerset,ME,ISNE
BNRG North Anson (CSG),Nautilus Solar,2,01/11/2024,Somerset,ME,ISNE
Sanford CGA,Nautilus Solar,5,01/11/2024,York,ME,ISNE
Wever Solar (150MW),Alliant Energy,150,01/11/2024,Lee,IA,MISO
Markum Solar Farm,Scout Clean Energy,161,01/11/2024,Bosque,TX,ERCO
Skyline,Cypress Creek Renewables,5,01/11/2024,Christian,IL,MISO
Walldog,Cypress Creek Renewables,5,01/11/2024,Livingston,IL,PJM
Cedar Trail,Florida Power & Light,74.5,01/11/2024,Baker,FL,FPL
Antigo-Forrest Street Solar Project,Wisconsin Public Service,6,01/11/2024,Langlade,WI,MISO
Highway 43 1887-WD,Russell Pacific,2.3,01/11/2024,Kern,CA,CISO
Kern Sunset 1886-WD,Russell Pacific,2.4,01/11/2024,Kern,CA,CISO
Brittlebush Solar,EDP Renewables,200,01/11/2024,Pinal,AZ,SRP
Wolf Run Solar,EDP Renewables,140,01/11/2024,Morgan,IL,MISO
Independence Road (CSG),Unable to find,5,01/11/2024,Allegany,NY,NYIS
Ruhlmann A (CSG),Unable to find,5,01/11/2024,Niagara,NY,NYIS
Ticon Solar,Cypress Creek Renewables,5,01/11/2024,Essex,NY,NYIS
Rush Solar,Helios Power Solutions,5,01/11/2024,Monroe,NY,NYIS
Enfield Solar Site 2,Norbut Solar Farms,5,01/11/2024,Tompkins,NY,NYIS
Enfield Solar Site 3,Norbut Solar Farms,5,01/11/2024,Tompkins,NY,NYIS
Enfield Solar Site 1,Norbut Solar Farms,5,01/11/2024,Tompkins,NY,NYIS
Maumee Solar,Unable to find,2.4,01/11/2024,Lucas,OH,PJM
Coventry Solar Site 2,Norbut Solar Farms,5,01/11/2024,Broome,NY,NYIS
Coventry Solar Site 3,Norbut Solar Farms,5,01/11/2024,Broome,NY,NYIS
Kankakee Solar 3,Pivot Energy,2,01/11/2024,Kankakee,IL,MISO
Morris Ridge Solar,EDF Renewables,177,01/11/2024,Livingston,NY,NYIS
Newark Solar 1 LLC,Dimension Energy,2.2,01/11/2024,Essex,NJ,PJM
Peacock Energy Project,Lightsource bp,150,01/11/2024,San Patricio,TX,ERCO
ECA CO Greeley,Green Street Power Partners,3.3,01/11/2024,Weld,CO,PSCO
Swaggertown Solar I,Green Street Power Partners,2.8,01/11/2024,Schenectady,NY,ISNE
Clinton Solar 2b,Pivot Energy,2,01/11/2024,Clinton,IL,MISO
MD - CPG - Ten Oaks,Community Power Group,2,01/10/2024,Howard,MD,PJM
Pivot Niagara Solar,Pivot Energy,3,01/10/2024,Niagara,NY,NYIS
White Wing Solar,Leeward Energy,179,01/10/2024,Yuma,AZ,CISO
"Old 300 Solar Center, LLC",Orsted,430,01/10/2024,Fort Bend,TX,ERCO
Mockingbird Solar Center,Orsted,471,01/10/2024,Lamar,TX,ERCO
Vikings Energy Farm,Arevon,136.8,01/10/2024,Imperial,CA,IID
Pechin Solar,Oriden Power,14,01/10/2024,Fayette,PA,PJM
"Porter Solar, LLC (TX)",Pine Gate Renewables,245,01/10/2024,Denton,TX,ERCO
"HCE Millboro Springs Solar, LLC",Leyline Renewable Capital,5,01/10/2024,Bath,VA,PJM
Woodruff County Solar,Arkansas Electric Coop Corp,122,01/10/2024,Woodruff,AR,MISO
"Kimmel Road Solar, LLC",Birch Creek,50,01/10/2024,Perry,IL,MISO
Tulare CSG LLC,Dimension Energy,3,01/10/2024,Tulare,CA,CISO
Foxglove Solar,Urban Grid,75,01/10/2024,Frederick,VA,PJM
Atrisco Solar LLC,Clenera,300,01/10/2024,Bernalillo,NM,PNM
Greasewood II LLC,OnPeak Power,306,01/10/2024,Pecos,TX,ERCO
"River Fork Solar, LLC",Ranger Power,149,01/10/2024,Calhoun,MI,MISO
DIA 9,Greenbacker,9.8,01/10/2024,Adams,CO,PSCO
Creston Solar (50 MW),Alliant Energy,50,01/10/2024,Union,IA,MISO
Sherco Solar I,Unable to find,222.9,01/10/2024,Sherburne,MN,MISO
Claverack Creek Solar,Eden Renewables,5,01/10/2024,Columbia,NY,NYIS
Dairy Farm,Greenbacker,4,01/10/2024,Somerset,ME,ISNE
VA- US Foods- Manassas,EDP Renewables,2,01/10/2024,Prince William,VA,PJM
Niagara Solar Project,NextEra Energy,5,01/10/2024,Niagara,NY,NYIS
CAMILLUS B (CSG),Unable to find,5,01/10/2024,Onondaga,NY,NYIS
CAMILLUS A (CSG),Unable to find,5,01/10/2024,Onondaga,NY,NYIS
OR - Solops - SPI 18 - Clayfield,Luminace,2.6,01/10/2024,Clackamas,OR,PGE
Pivot Energy PPA 22,Pivot Energy,1.3,01/10/2024,Tulare,CA,CISO
Wymans Deblois,REC Solar,4.9,01/10/2024,Washington,ME,NBSO
Kilmer,CVE,5,01/10/2024,Niagara,NY,NYIS
Manlius East,CVE,5,01/10/2024,Onondaga,NY,NYIS
Manlius North,CVE,1.4,01/10/2024,Onondaga,NY,NYIS
Manlius West,CVE,5,01/10/2024,Onondaga,NY,NYIS
North Troy,Onyx Renewables,4,01/10/2024,Rensselaer,NY,NYIS
Pivot Solar NY 4,Pivot Energy,2.4,01/10/2024,Oneida,NY,NYIS
TS Power Plant,Nevada Gold Mines,100,01/09/2024,Eureka,NV,NEVP
"Willowbrook Solar I, LLC",RWE,150,01/09/2024,Highland,OH,PJM
Cottontail Solar 4,Lightsource bp,20,01/09/2024,Northumberland,PA,PJM
Red Tailed Hawk Solar LLC,Acciona Energy,350,01/09/2024,Wharton,TX,ERCO
Madison (VA),Dominion Energy,62.5,01/09/2024,Orange,VA,PJM
Northline Solar CSG,AES Clean Energy,4,01/09/2024,Rensselaer,NY,NYIS
CA Manteca 730 Spreckels Ave,Catalyze,1.5,01/09/2024,San Joaquin,CA,CISO
BKV-BPP Ponder Solar,PPM Solar,2.5,01/09/2024,Denton,TX,ERCO
Prairie Mist Solar,Primergy,109.2,01/09/2024,Ashley,AR,MISO
"Fence Post Solar Hybrid Project, LLC",Enel,236,01/09/2024,Navarro,TX,ERCO
SR Russellville,Silicon Ranch,173,01/09/2024,Logan,KY,TVA
Harrah's Atlantic City - POI 2 (Self Par,DSD Renewables,1.8,01/09/2024,Atlantic,NJ,PJM
Rivesville Solar,FirstEnergy,5.5,01/09/2024,Marion,WV,PJM
Orion II Solar Project,Samsung Renewable Energy,250,01/09/2024,Milam,TX,ERCO
ME Novel Lighthouse - Penobscot CSG,Luminace,3,01/09/2024,Penobscot,ME,ISNE
Washington County Solar,Washington County Solar,150,01/09/2024,Washington,GA,SOCO
Dynamic - Exeter Solar CSG,MN8 Energy,4,01/09/2024,Penobscot,ME,ISNE
Dynamic - Enfield Hammett Road CSG,MN8 Energy,4.9,01/09/2024,Penobscot,ME,ISNE
"Copperhead Solar, LLC",National Grid Renewables,150,01/09/2024,McLennan,TX,ERCO
"SR Toombs, LLC",Silicon Ranch,250,01/09/2024,Montgomery,GA,SEPA
"SR Panola III, LLC",Silicon Ranch,3.5,01/09/2024,Panola,MS,TVA
Liberty County Solar Project,Recurrent Energy,109.9,01/09/2024,Liberty,TX,MISO
"SR Warren, LLC",Silicon Ranch,3.5,01/09/2024,Simpson,KY,TVA
"Surbrook Solar, LLC",Pine Gate Renewables,10,01/09/2024,Jackson,MI,MISO
Comfort CSG,Nautilus Solar,4,01/09/2024,Erie,NY,NYIS
Walnut Bend Solar Station PV,Entergy,100,01/09/2024,Lee,AR,MISO
Breezewood,Cypress Creek Renewables,2,01/09/2024,McLean,IL,MISO
Galt,Cypress Creek Renewables,5,01/09/2024,Whiteside,IL,PJM
MD JESSUP 7950 OCEANO AVE,Unable to find,1.5,01/09/2024,Howard,MD,PJM
Hickory Solar,EDP Renewables,110,01/09/2024,Jersey,IL,MISO
Illinois PV Knox 1B,Engie,2,01/09/2024,Knox,IL,MISO
Illinois PV Knox 1A,Engie,2,01/09/2024,Knox,IL,MISO
Crossett Solar,Cubico,100,01/09/2024,Ashley,AR,MISO
Antelope Creek,Luminace,2.3,01/09/2024,Jackson,OR,PACW
CES Heuvelton,REC Solar,5,01/09/2024,St Lawrence,NY,NYIS
Avalon Dairy,Renewable Solar,3.1,01/09/2024,Kern,CA,CISO
Swaggertown Solar II,Green Street Power Partners,5,01/09/2024,Schenectady,NY,ISNE
NLRED 5MW,Today's Power,5,01/09/2024,Pulaski,AR,SWPP
Superior Almond Hulling,Renewable Solar,2.1,01/09/2024,Fresno,CA,CISO
ME - EDF - Phase II - Belfast,EDF Renewables,5,01/09/2024,Waldo,ME,ISNE
Camp San Luis Obispo,Ecoplexus,1.2,01/08/2024,San Luis Obispo,CA,CISO
AP Sunray LLC,Unable to find,203.5,01/08/2024,Uvalde,TX,ERCO
"High River Energy Center, LLC",NextEra Energy,90,01/08/2024,Montgomery,NY,NYIS
Elizabeth Solar Plant,Opdenergy,142.8,01/08/2024,Allen,LA,MISO
"HCE Reams Solar, LLC",Leyline Renewable Capital,5,01/08/2024,Dinwiddie,VA,PJM
"HCE Roark Mill Solar, LLC",Leyline Renewable Capital,3.2,01/08/2024,Pittsylvania,VA,PJM
IGS OXR1,Greenbacker,4.8,01/08/2024,Ventura,CA,CISO
Harvest Gold Solar,Swift Current Energy,99,01/08/2024,Sunflower,MS,MISO
"Altona Solar, LLC",Birch Creek,30,01/08/2024,Audrain,MO,MISO
Orion III Solar Project,Samsung Renewable Energy,250,01/08/2024,Milam,TX,ERCO
Orion I Solar Project,Samsung Renewable Energy,200,01/08/2024,Milam,TX,ERCO
MN East Regal LLC (CSG),US Solar,1,01/08/2024,Stearns,MN,MISO
Preston Garden (CSG),Unable to find,1,01/08/2024,Renville,MN,MISO
NY Hermon 1040 County Rd 21,Catalyze,2.2,01/08/2024,St. Lawrence,NY,NYIS
NY SHERMAN 176 W MAIN ST - SL 1,Catalyze,4.7,01/08/2024,Chautauqua,NY,NYIS
County Line Renewable Energy Center,Duke Energy,74.9,01/08/2024,Gilchrist,FL,FPC
Ledgeview,Greenbacker,5,01/08/2024,Fond Du Lac,WI,MISO
Small Mouth Bass Solar,EDF Renewables,2.5,01/08/2024,Rockbridge,VA,PJM
Carvers Creek Solar,Apex Clean Energy,54.9,01/08/2024,Gloucester,VA,PJM
Beech Road (CSG),Nautilus Solar,3,01/08/2024,Prince Geroges,MD,PJM
Brewer (CSG),Nautilus Solar,5,01/08/2024,Penobscot,ME,ISNE
USS Rosewood Solar LLC (CSG),US Solar,1,01/08/2024,Chippewa,MN,MISO
USS Slayton Solar LLC (CSG),US Solar,1,01/08/2024,Murray,MN,MISO
"Dakota Solar 1, LLC",Generate Capital,2,01/08/2024,Stephenson,IL,PJM
"Krumkill Road Solar North, LLC",Generate Capital,5,01/08/2024,Albany,NY,NYIS
"Krumkill Road Solar South, LLC",Generate Capital,3.8,01/08/2024,Albany,NY,NYIS
Trinity Freeport,Generate Capital,2,01/08/2024,Stephenson,IL,PJM
TWC,Unable to find,1.2,01/08/2024,Tulare,CA,CISO
Bodhi Solar,Cypress Creek Renewables,5,01/08/2024,Monroe,NY,NYIS
Sheridan Road Solar Farm,REA,3,01/08/2024,Aroostook,ME,ISNE
CA- US Foods- Livermore,EDP Renewables,1.2,01/08/2024,Alameda,CA,CISO
Pontiac 1A,Luminace,2,01/08/2024,Livingston,IL,PJM
ME - Novel (Lighthouse Ph I) Mars Hill,Novel Energy Solutions,2.5,01/08/2024,Aroostook,ME,ISNE
Blue Moon Farms,Unable to find,1,01/08/2024,Tulare,CA,CISO
CBEP Solar 7,Green Street Power Partners,5,01/08/2024,Weld,CO,PSCO
Veolia (Gum Springs),Today's Power,5,01/08/2024,Clark,AR,MISO
Parking Lot Array,Cincinnati Zoo,2.3,01/07/2024,Hamilton,OH,PJM
Oxbow Solar 1,Lightsource bp,300,01/07/2024,Pointe Coupee,LA,MISO
ASA Clayton NY Solar I LLC,Amp Energy,1.3,01/07/2024,Jefferson,NY,NYIS
Springfield Solar,Dominion Energy,2,01/07/2024,Westmoreland,VA,PJM
Pearl River Solar Park LLC,EDP Renewables,175,01/07/2024,Scott,MS,MISO
Cutlass Solar II,Sabanci Renewables,202.8,01/07/2024,Fort Bend,TX,ERCO
Elk Solar LLC,SolRiver,5,01/07/2024,Hoke,NC,DUK
Green Solar LLC (CSG),SolRiver,2.9,01/07/2024,Jefferson,OR,BPAT
FFP - NY Burch CSG,DSD Renewables,2.5,01/07/2024,Washington,NY,NYIS
Three Corners Solar,Longroad Energy,110,01/07/2024,Waldo,ME,ISNE
NY Avon I CSG,Unable to find,5,01/07/2024,Livingston,NY,NYIS
IPC 25 Solar,Prologis Logistics Services,2.4,01/07/2024,San Joaquin,CA,CISO
Yellow Pine II,NextEra Energy,65,01/07/2024,Clark,NV,NEVP
Hy-Vee Customer Hosted 2.25MW Solar,Alliant Energy,2.3,01/07/2024,Lucas,IA,MISO
Perry Customer Hosted 1MW Solar Project,Alliant Energy,1,01/07/2024,Dallas,IA,MISO
"SR Panola II, LLC",Silicon Ranch,4.8,01/07/2024,Panola,MS,TVA
"SR Panola I, LLC",Silicon Ranch,4.8,01/07/2024,Panola,MS,TVA
Clemons Road Solar,Renewable Properties,2.8,01/07/2024,Onondaga,NY,ISNE
Pike Road Solar (NY),Renewable Properties,3,01/07/2024,Genesee,NY,ISNE
Alexander Road Solar,Renewable Properties,1.6,01/07/2024,Genesee,NY,ISNE
TAI Huntsville Solar Hybrid,Toyota Tsusho America,32.4,01/07/2024,Madison,AL,TVA
SV CSG AFTON I,Sunvest Solar,1,01/07/2024,Washington,MN,MISO
DSI Don Solar,Development Services,1,01/07/2024,Renville,MN,MISO
Capon Bridge Solar LLC,REV Renewables,20,01/07/2024,Hampshire,WV,PJM
McIntosh Solar,Georgia Power,10,01/07/2024,Effingham,GA,SOCO
Open Sky Ranch Inc,Unable to find,1.7,01/07/2024,Fresno,CA,CISO
Dixie Creek Dairy Solar,Unable to find,2.9,01/07/2024,Kings,CA,CISO
